title,price,location,Mileage,Drivetrain,Exterior color,Interior color,Fuel Consumption,Fuel type,Battery charge time,Battery range,Make:,Model:,Year:,Trim:,Body type:,Exterior colour:,Interior colour:,Mileage:,Condition:,VIN:,Stock number:,Combined gas mileage:,City gas mileage:,Highway gas mileage:,Fuel type:,Battery capacity:,Battery charge time (240V):,Battery range:,Transmission:,Drivetrain:,NHTSA overall safety rating:,NHTSA frontal crash rating:,NHTSA side crash rating:,NHTSA rollover rating:,Doors:,Front legroom:,Back legroom:,Cargo volume:,Transmission,Dealer:,Backup camera,Battery charge time (120V):,Cabin size:,Bed length:,Safety rating,Alloy wheels,Bluetooth
2019 Tesla Model 3 Performance AWD,"$29,995","Coaticook, QC","85,345",All-Wheel Drive,White,Black,2.045 L/100km,Electric,10 hr,499 km,Tesla,Model 3,2019.0,Performance AWD,Sedan,White,Black,"85,345 km",Used,5YJ3E1EB2KF214247,24028,2 L/100km,2 L/100km,2.1 L/100km,Electric,75 kWh,10 hr,499 km,Automatic,All-Wheel Drive,,,,,4 doors,1085 mm,894 mm,424 L,,,,,,,,,
2023 Tesla Model 3 RWD,"$30,850","Concord, ON","114,500",Rear-Wheel Drive,White,,1.9 L/100km,Electric,10.4 hr,438 km,Tesla,Model 3,2023.0,RWD,Sedan,White,,"114,500 km",Used,5YJ3E1EA7PF481379,M10-481379,1.9 L/100km,1.9 L/100km,1.9 L/100km,Electric,50 kWh,10.4 hr,438 km,Automatic,Rear-Wheel Drive,,,,,4 doors,1085 mm,894 mm,648 L,Automatic,,,,,,,,
2023 Tesla Model Y Long Range AWD,"$49,870","Blainville, QC","45,189",All-Wheel Drive,Gray,White,1.945 L/100km,Electric,11.5 hr,531 km,Tesla,Model Y,2023.0,Long Range AWD,SUV / Crossover,Gray,White,"45,189 km",Used,7SAYGDEE4PF645209,H0965,1.9 L/100km,1.9 L/100km,2 L/100km,Electric,81 kWh,11.5 hr,531 km,Automatic,All-Wheel Drive,,,,,4 doors,1062 mm,1029 mm,971 L,,,,,,,,,
2018 Tesla Model X 75D AWD,"$54,995","Regina, SK","75,000",All-Wheel Drive,Black,Black,,,12 hr,381 km,Tesla,Model X,2018.0,75D AWD,SUV / Crossover,Black,Black,"75,000 km",Used,5YJXCAE29JF089219,089219,,,,,75 kWh,12 hr,381 km,Automatic,All-Wheel Drive,,,,,4 doors,1046 mm,975 mm,736 L,Automatic,,,,,,,,
2020 Tesla Model Y Performance AWD,"$39,886","Concord, ON","101,466",All-Wheel Drive,White,,1.99 L/100km,Electric,10 hr,507 km,Tesla,Model Y,2020.0,Performance AWD,SUV / Crossover,White,,"101,466 km",Used,5YJYGDEF9LF015976,M08-015976,2 L/100km,1.9 L/100km,2.1 L/100km,Electric,75 kWh,10 hr,507 km,Automatic,All-Wheel Drive,,,,,4 doors,1062 mm,1029 mm,1925 L,Automatic,,,,,,,,
2020 Tesla Model 3 Long Range AWD,"$33,480","Concord, ON","60,872",All-Wheel Drive,Blue,,1.945 L/100km,Electric,10 hr,518 km,Tesla,Model 3,2020.0,Long Range AWD,Sedan,Blue,,"60,872 km",Used,5YJ3E1EB1LF670595,M10-670595,1.9 L/100km,1.9 L/100km,2 L/100km,Electric,75 kWh,10 hr,518 km,Automatic,All-Wheel Drive,,,,,4 doors,1085 mm,894 mm,424 L,Automatic,,,,,,,,
2014 Tesla Model S P85 RWD,"$14,999","Halton Hills, ON","304,048",Rear-Wheel Drive,White,,2.655 L/100km,Electric,12 hr,407 km,Tesla,Model S,2014.0,P85 RWD,Sedan,White,,"304,048 km",Used,P38673,2.7 L/100km,2.7 L/100km,2.6 L/100km,Electric,85 kWh,12 hr,407 km,Automatic,Rear-Wheel Drive,,,,,4 doors,1085 mm,899 mm,894 L,,Automatic,,,,,,,,
2023 Tesla Model Y RWD,"$41,995","Mississauga, ON","35,204",Rear-Wheel Drive,Gray,Black,,Electric,9.4 hr,418 km,Tesla,Model Y,2023.0,RWD,SUV / Crossover,Gray,Black,"35,204 km",Used,LRWYGDFD9PC019698,16124,,,,Electric,67.6 kWh,9.4 hr,418 km,Automatic,Rear-Wheel Drive,,,,,4 doors,1064 mm,1029 mm,971 L,Automatic,,,,,,,,
2020 Tesla Model S Long Range Plus AWD,"$64,950","North Vancouver, BC","34,000",All-Wheel Drive,White,,1.99 L/100km,Electric,12 hr,629 km,Tesla,Model S,2020.0,Long Range Plus AWD,Sedan,White,,"34,000 km",Used,5YJSA1E27LF417207,6269-A,2 L/100km,1.9 L/100km,2.1 L/100km,Electric,100 kWh,12 hr,629 km,Automatic,All-Wheel Drive,,,,,4 doors,1085 mm,899 mm,744 L,Automatic,,,,,,,,
2019 Tesla Model 3 Standard Plus RWD,"$30,950","North Vancouver, BC","61,000",Rear-Wheel Drive,White,,1.9 L/100km,Electric,10 hr,386 km,Tesla,Model 3,2019.0,Standard Plus RWD,Sedan,White,,"61,000 km",Used,5YJ3E1EA6KF464663,6130-B,1.9 L/100km,1.9 L/100km,1.9 L/100km,Electric,50 kWh,10 hr,386 km,Automatic,Rear-Wheel Drive,,,,,4 doors,1085 mm,894 mm,424 L,Automatic,,,,,,,,
2021 Tesla Model S Plaid AWD,"$84,890","North York, ON","68,000",All-Wheel Drive,White,,2.345 L/100km,Electric,15 hr,628 km,Tesla,Model S,2021.0,Plaid AWD,Sedan,White,,"68,000 km",Used,5YJSA1E64MF451092,451092,2.3 L/100km,2.3 L/100km,2.4 L/100km,Electric,100 kWh,15 hr,628 km,Automatic,All-Wheel Drive,,,,,4 doors,1085 mm,899 mm,744 L,Automatic,,,,,,,,
2022 Tesla Model 3 RWD,"$34,390","Bedford, NS","59,292",Rear-Wheel Drive,Gray,White,1.9 L/100km,Electric,10 hr,430 km,Tesla,Model 3,2022.0,RWD,Sedan,Gray,White,"59,292 km",Used,5YJ3E1EA2NF174540,37395,1.9 L/100km,1.9 L/100km,1.9 L/100km,Electric,60 kWh,10 hr,430 km,Automatic,Rear-Wheel Drive,,,,,4 doors,1085 mm,894 mm,648 L,,,,,,,,,
2020 Tesla Model Y Long Range AWD,"$44,999","Surrey, BC","47,000",All-Wheel Drive,Gray,,1.99 L/100km,Electric,10 hr,509 km,Tesla,Model Y,2020.0,Long Range AWD,SUV / Crossover,Gray,,"47,000 km",Used,5YJYGDEE3LF051931,AU30853A,2 L/100km,1.9 L/100km,2.1 L/100km,Electric,75 kWh,10 hr,509 km,Automatic,All-Wheel Drive,,,,,4 doors,1062 mm,1029 mm,1925 L,Automatic,,,,,,,,
2019 Tesla Model 3 Standard Plus RWD,"$27,995","Mission, BC","103,520",Rear-Wheel Drive,Black,,1.9 L/100km,Electric,10 hr,386 km,Tesla,Model 3,2019.0,Standard Plus RWD,Sedan,Black,,"103,520 km",Used,5YJ3E1EAXKF414137,414137,1.9 L/100km,1.9 L/100km,1.9 L/100km,Electric,50 kWh,10 hr,386 km,Automatic,Rear-Wheel Drive,,,,,4 doors,1085 mm,894 mm,424 L,Automatic,,,,,,,,
2024 Tesla Cybertruck Crew Cab AWD,"$154,988","Brantford, ON",400,All-Wheel Drive,,Black,,Electric,,547 km,Tesla,Cybertruck,2024.0,Base,Pickup Truck,,Black,400 km,Used,7G2CEHED7RA043512,043512,,,,Electric,123 kWh,,547 km,Automatic,All-Wheel Drive,,,,,4 doors,1044 mm,1039 mm,201 L,Automatic,,,,Crew Cab,1852 mm,,,
2021 Tesla Model Y Performance AWD,"$43,888","Concord, ON","114,682",All-Wheel Drive,Black,White,2.09 L/100km,Electric,10 hr,507 km,Tesla,Model Y,2021.0,Performance AWD,SUV / Crossover,Black,White,"114,682 km",Used,5YJYGDEF6MF268657,5072,2.1 L/100km,2 L/100km,2.2 L/100km,Electric,75 kWh,10 hr,507 km,Automatic,All-Wheel Drive,,,,,4 doors,1062 mm,1029 mm,1925 L,,,,,,,,,
2015 Tesla Model S 85D AWD,"$23,995","Montreal, QC","228,000",All-Wheel Drive,Red,Black,2.365 L/100km,Electric,12 hr,435 km,Tesla,Model S,2015.0,85D AWD,Sedan,Red,Black,"228,000 km",Used,5YJSA1H27FF086032,AL-FF086032,2.4 L/100km,2.5 L/100km,2.2 L/100km,Electric,85 kWh,12 hr,435 km,Automatic,All-Wheel Drive,,,,,4 doors,1085 mm,899 mm,894 L,,,,,,,,,
2020 Tesla Model 3 Standard Range Plus RWD,"$27,498","St-leonard, QC • Home delivery available","67,866",Rear-Wheel Drive,White,Black,1.9 L/100km,Electric,10 hr,402 km,Tesla,Model 3,2020.0,Standard Range Plus RWD,Sedan,White,Black,"67,866 km",Used,5YJ3E1EA8LF789929,614656,1.9 L/100km,1.9 L/100km,1.9 L/100km,Electric,50 kWh,10 hr,402 km,Automatic,Rear-Wheel Drive,,,,,4 doors,1085 mm,894 mm,424 L,,,,,,,,,
2023 Tesla Model Y RWD,"$39,995","Mississauga, ON","48,409",Rear-Wheel Drive,Red,Black,,Electric,9.4 hr,418 km,Tesla,Model Y,2023.0,RWD,SUV / Crossover,Red,Black,"48,409 km",Used,LRWYGDFD2PC931167,16192,,,,Electric,67.6 kWh,9.4 hr,418 km,Automatic,Rear-Wheel Drive,,,,,4 doors,1064 mm,1029 mm,971 L,Automatic,,,,,,,,
2021 Tesla Model 3 Standard Range Plus RWD,"$28,988","Oakville, ON","80,000",Rear-Wheel Drive,Gray,White,1.9 L/100km,Electric,10 hr,430 km,Tesla,Model 3,2021.0,Standard Range Plus RWD,Sedan,Gray,White,"80,000 km",Used,RMF9878509,1.9 L/100km,1.9 L/100km,1.9 L/100km,Electric,50 kWh,10 hr,430 km,Automatic,Rear-Wheel Drive,,,,,4 doors,1085 mm,894 mm,424 L,,,,,,,,,,
2019 Tesla Model 3 Long Range AWD,"$35,404","Sechelt, BC","69,580",All-Wheel Drive,Red,White,2.045 L/100km,Electric,10 hr,499 km,Tesla,Model 3,2019.0,Long Range AWD,Sedan,Red,White,"69,580 km",Used,5YJ3E1EB6KF394011,U241271,2 L/100km,2 L/100km,2.1 L/100km,Electric,75 kWh,10 hr,499 km,Automatic,All-Wheel Drive,,,,,4 doors,1085 mm,894 mm,424 L,,,,,,,,,
2016 Tesla Model X,"$43,999","North Vancouver, BC","107,000",,Gray,Black,,,,,Tesla,Model X,2016.0,,SUV / Crossover,Gray,Black,"107,000 km",Used,5YJXCBE24GF014085,25466608A,,,,,,,,Automatic,,,,,,,,,,Automatic,,,,,,,,
2022 Tesla Model Y Performance AWD,"$45,490","Concord, ON","86,400",All-Wheel Drive,White,,2.09 L/100km,Electric,10 hr,488 km,Tesla,Model Y,2022.0,Performance AWD,SUV / Crossover,White,,"86,400 km",Used,7SAYGDEF9NF416031,M11-416031,2.1 L/100km,2 L/100km,2.2 L/100km,Electric,75 kWh,10 hr,488 km,Automatic,All-Wheel Drive,,,,,4 doors,1062 mm,1029 mm,971 L,Automatic,,,,,,,,
2022 Tesla Model 3 Long Range AWD,"$39,888","Saint-Jean-sur-Richelieu, QC","47,106",All-Wheel Drive,White,,,Electric,10 hr,538 km,Tesla,Model 3,2022.0,Long Range AWD,Sedan,White,,"47,106 km",Used,5YJ3E1EB6NF121249,45022A,,,,Electric,82 kWh,10 hr,538 km,1-Speed Automatic,All-Wheel Drive,,,,,4 doors,1085 mm,894 mm,648 L,1-Speed Automatic,,,,,,,,
2022 Tesla Model Y Long Range AWD,"$47,999","Longueuil, QC • Home delivery available","35,181",All-Wheel Drive,Black,,1.945 L/100km,Electric,10 hr,531 km,Tesla,Model Y,2022.0,Long Range AWD,SUV / Crossover,Black,,"35,181 km",Used,7SAYGDEE0NF380415,GH-113608,1.9 L/100km,1.9 L/100km,2 L/100km,Electric,75 kWh,10 hr,531 km,Automatic,All-Wheel Drive,,,,,4 doors,1062 mm,1029 mm,971 L,Automatic,,,,,,,,
2022 Tesla Model 3 Long Range AWD,"$36,888","Pickering, ON","73,770",All-Wheel Drive,Blue,,,Electric,10 hr,538 km,Tesla,Model 3,2022.0,Long Range AWD,Sedan,Blue,,"73,770 km",Used,5YJ3E1EB1NF118257,FN5260A,,,,Electric,82 kWh,10 hr,538 km,1-Speed Automatic,All-Wheel Drive,,,,,4 doors,1085 mm,894 mm,648 L,1-Speed Automatic,,,,,,,,
2021 Tesla Model 3 Standard Range Plus RWD,"$32,000","Brandon, MB","90,525",Rear-Wheel Drive,Pearl White Multi-Coat,,1.9 L/100km,Electric,10 hr,430 km,Tesla,Model 3,2021.0,Standard Range Plus RWD,Sedan,Pearl White Multi-Coat,,"90,525 km",Used,5YJ3E1EA9MF848665,2261A,1.9 L/100km,1.9 L/100km,1.9 L/100km,Electric,50 kWh,10 hr,430 km,Automatic,Rear-Wheel Drive,,,,,4 doors,1085 mm,894 mm,424 L,Automatic,,,,,,,,
2021 Tesla Model 3 Standard Range Plus RWD,"$30,888","Oakville, ON","50,422",Rear-Wheel Drive,White,,1.9 L/100km,Electric,10 hr,430 km,Tesla,Model 3,2021.0,Standard Range Plus RWD,Sedan,White,,"50,422 km",Used,5YJ3E1EA5MF840952,ADS-187,1.9 L/100km,1.9 L/100km,1.9 L/100km,Electric,50 kWh,10 hr,430 km,Automatic,Rear-Wheel Drive,,,,,4 doors,1085 mm,894 mm,424 L,Automatic,,,,,,,,
2021 Tesla Model 3 Standard Range Plus RWD,"$27,988","Oakville, ON","93,000",Rear-Wheel Drive,Blue,Black,1.9 L/100km,Electric,10 hr,430 km,Tesla,Model 3,2021.0,Standard Range Plus RWD,Sedan,Blue,Black,"93,000 km",Used,RMF9739479,1.9 L/100km,1.9 L/100km,1.9 L/100km,Electric,50 kWh,10 hr,430 km,Automatic,Rear-Wheel Drive,,,,,4 doors,1085 mm,894 mm,424 L,,,,,,,,,,
2020 Tesla Model 3 Long Range AWD,"$39,810","Delta, BC","24,559",All-Wheel Drive,White,Black,1.945 L/100km,Electric,10 hr,518 km,Tesla,Model 3,2020.0,Long Range AWD,Sedan,White,Black,"24,559 km",Used,5YJ3E1EBXLF626496,23739,1.9 L/100km,1.9 L/100km,2 L/100km,Electric,75 kWh,10 hr,518 km,Automatic,All-Wheel Drive,,,,,4 doors,1085 mm,894 mm,424 L,,,,,,,,,
2022 Tesla Model Y Performance AWD,"$48,999","Saint-Constant, QC • Home delivery available","57,900",All-Wheel Drive,Red,Black,2.09 L/100km,Electric,10 hr,488 km,Tesla,Model Y,2022.0,Performance AWD,SUV / Crossover,Red,Black,"57,900 km",Used,7SAYGDEF3NF487757,G-111822,2.1 L/100km,2 L/100km,2.2 L/100km,Electric,75 kWh,10 hr,488 km,Automatic,All-Wheel Drive,,,,,4 doors,1062 mm,1029 mm,971 L,,,,,,,,,
2020 Tesla Model 3 Long Range AWD,"$27,800","Toronto, ON","125,000",All-Wheel Drive,White,,1.945 L/100km,Electric,10 hr,518 km,Tesla,Model 3,2020.0,Long Range AWD,Sedan,White,,"125,000 km",Used,5YJ3E1EB4LF716436,716436,1.9 L/100km,1.9 L/100km,2 L/100km,Electric,75 kWh,10 hr,518 km,Automatic,All-Wheel Drive,,,,,4 doors,1085 mm,894 mm,424 L,Automatic,Lion Motor Sales,,,,,,,
2020 Tesla Model Y Long Range AWD,"$41,150","Richmond Hill, ON","61,350",All-Wheel Drive,White,Black,1.99 L/100km,Electric,10 hr,509 km,Tesla,Model Y,2020.0,Long Range AWD,SUV / Crossover,White,Black,"61,350 km",Used,5YJYGDEE9LF031389,PM3006,2 L/100km,1.9 L/100km,2.1 L/100km,Electric,75 kWh,10 hr,509 km,Automatic,All-Wheel Drive,,,,,4 doors,1062 mm,1029 mm,1925 L,,,,,,,,,
2020 Tesla Model Y Performance AWD,"$38,989","Saint-Basile-Le-Grand, QC • Home delivery available","101,641",All-Wheel Drive,Black,,1.99 L/100km,Electric,10 hr,507 km,Tesla,Model Y,2020.0,Performance AWD,SUV / Crossover,Black,,"101,641 km",Used,5YJYGDEF5LF034623,W3504,2 L/100km,1.9 L/100km,2.1 L/100km,Electric,75 kWh,10 hr,507 km,Automatic,All-Wheel Drive,,,,,4 doors,1062 mm,1029 mm,1925 L,Automatic,,,,,,,,
2023 Tesla Model Y Long Range AWD,"$46,995","Toronto, ON","57,010",All-Wheel Drive,White,Black,1.945 L/100km,Electric,11.5 hr,531 km,Tesla,Model Y,2023.0,Long Range AWD,SUV / Crossover,White,Black,"57,010 km",Used,7SAYGDEE1PF584028,R41115,1.9 L/100km,1.9 L/100km,2 L/100km,Electric,81 kWh,11.5 hr,531 km,Automatic,All-Wheel Drive,,,,,4 doors,1062 mm,1029 mm,971 L,,,,,,,,,
2022 Tesla Model 3 RWD,"$32,775","Brossard, QC","53,584",Rear-Wheel Drive,Black,,,Electric,10 hr,430 km,Tesla,Model 3,2022.0,RWD,Sedan,Black,,"53,584 km",Used,5YJ3E1EA4NF314667,,,,,Electric,60 kWh,10 hr,430 km,1-Speed Automatic,Rear-Wheel Drive,,,,,4 doors,1085 mm,894 mm,648 L,1-Speed Automatic,,,,,,5/5 stars,,
2023 Tesla Model Y,"$44,888","Calgary, AB","9,698",,Silver,,,Electric,,,Tesla,Model Y,2023.0,,,Silver,,"9,698 km",Used,7SAYGDEE6PF599236,SGA9236A,,,,Electric,,,,Automatic,,,,,,,,,,Automatic,,,,,,,,
2022 Tesla Model 3 RWD,"$37,500","Vancouver, BC","45,303",Rear-Wheel Drive,White,,,Electric,10 hr,430 km,Tesla,Model 3,2022.0,RWD,Sedan,White,,"45,303 km",Used,5YJ3E1EAXNF340173,PH620631A,,,,Electric,60 kWh,10 hr,430 km,1-Speed Automatic,Rear-Wheel Drive,,,,,4 doors,1085 mm,894 mm,648 L,1-Speed Automatic,,,,,,,,
2019 Tesla Model 3 Standard Plus RWD,"$20,995","London, ON • Home delivery available","189,299",Rear-Wheel Drive,Black,Black,1.9 L/100km,Electric,10 hr,386 km,Tesla,Model 3,2019.0,Standard Plus RWD,Sedan,Black,Black,"189,299 km",Used,5YJ3E1EA6KF322006,,1.9 L/100km,1.9 L/100km,1.9 L/100km,Electric,50 kWh,10 hr,386 km,Continuously Variable Transmission,Rear-Wheel Drive,,,,,4 doors,1085 mm,894 mm,424 L,,,,,,,,,
2019 Tesla Model 3 Standard RWD,"$31,997","Richmond, BC","58,846",Rear-Wheel Drive,,,,Electric,10 hr,354 km,Tesla,Model 3,2019.0,Standard RWD,Sedan,,,"58,846 km",Used,5YJ3E1EA7KF395014,PW0846,,,,Electric,50 kWh,10 hr,354 km,1-Speed Automatic,Rear-Wheel Drive,,,,,4 doors,1085 mm,894 mm,424 L,1-Speed Automatic,,,,,,,,
2023 Tesla Model Y RWD,"$37,900","Concord, ON","74,000",Rear-Wheel Drive,Black,,,Electric,9.4 hr,418 km,Tesla,Model Y,2023.0,RWD,SUV / Crossover,Black,,"74,000 km",Used,LRWYGDFD7PC901582,M11-901582,,,,Electric,67.6 kWh,9.4 hr,418 km,Automatic,Rear-Wheel Drive,,,,,4 doors,1064 mm,1029 mm,971 L,Automatic,,,,,,,,
2021 Tesla Model 3 Standard Range Plus RWD,"$29,990","Etobicoke, ON","60,833",Rear-Wheel Drive,White,White,1.9 L/100km,Electric,10 hr,430 km,Tesla,Model 3,2021.0,Standard Range Plus RWD,Sedan,White,White,"60,833 km",Used,5YJ3E1EA5MF091487,37064,1.9 L/100km,1.9 L/100km,1.9 L/100km,Electric,50 kWh,10 hr,430 km,Automatic,Rear-Wheel Drive,,,,,4 doors,1085 mm,894 mm,424 L,,,,,,,,,
2022 Tesla Model X Plaid AWD,"$129,888","Coquitlam, BC • Home delivery available","16,641",All-Wheel Drive,Black,Black,2.39 L/100km,Electric,,504 km,Tesla,Model X,2022.0,Plaid AWD,SUV / Crossover,Black,Black,"16,641 km",Used,7SAXCBE68NF341527,DJEBE1527,2.4 L/100km,2.3 L/100km,2.5 L/100km,Electric,100 kWh,,504 km,Automatic,All-Wheel Drive,,,,,4 doors,1044 mm,983 mm,608 L,Automatic,,,,,,,,
2022 Tesla Model Y Long Range AWD,"$50,995","Mississauga, ON","32,369",All-Wheel Drive,Gray,Black,1.945 L/100km,Electric,10 hr,531 km,Tesla,Model Y,2022.0,Long Range AWD,SUV / Crossover,Gray,Black,"32,369 km",Used,7SAYGDEE0NF517448,16088,1.9 L/100km,1.9 L/100km,2 L/100km,Electric,75 kWh,10 hr,531 km,Automatic,All-Wheel Drive,,,,,4 doors,1062 mm,1029 mm,971 L,,,,,,,,,
2022 Tesla Model 3 Long Range AWD,"$39,991","Mississauga, ON • Home delivery available","51,930",All-Wheel Drive,White,Black,1.9 L/100km,Electric,10 hr,538 km,Tesla,Model 3,2022.0,Long Range AWD,Sedan,White,Black,"51,930 km",Used,5YJ3E1EB6NF167048,PCS7048,1.9 L/100km,1.9 L/100km,1.9 L/100km,Electric,82 kWh,10 hr,538 km,Automatic,All-Wheel Drive,,,,,4 doors,1085 mm,894 mm,648 L,,,,,,,,,
2018 Tesla Model 3 Performance AWD,"$23,990","Concord, ON","131,600",All-Wheel Drive,Black,,2.045 L/100km,Electric,10 hr,499 km,Tesla,Model 3,2018.0,Performance AWD,Sedan,Black,,"131,600 km",Used,5YJ3E1EB6JF143603,M09-143603,2 L/100km,2 L/100km,2.1 L/100km,Electric,75 kWh,10 hr,499 km,Automatic,All-Wheel Drive,,,,,4 doors,1085 mm,894 mm,424 L,Automatic,,,,,,,,
2023 Tesla Model Y,"$44,888","Calgary, AB","10,995",,White,,,Electric,,,Tesla,Model Y,2023.0,,,White,,"10,995 km",Used,7SAYGDEE6PF603169,SGA3169A,,,,Electric,,,,Automatic,,,,,,,,,,Automatic,,,,,,,,
2022 Tesla Model 3 Long Range AWD,"$35,980","St.-Hubert, QC • Home delivery available","84,666",All-Wheel Drive,Blue,Black,1.9 L/100km,Electric,10 hr,538 km,Tesla,Model 3,2022.0,Long Range AWD,Sedan,Blue,Black,"84,666 km",Used,5YJ3E1EB2NF334800,24A338,1.9 L/100km,1.9 L/100km,1.9 L/100km,Electric,82 kWh,10 hr,538 km,Automatic,All-Wheel Drive,,,,,4 doors,1085 mm,894 mm,648 L,,,,,,,,,
2019 Tesla Model 3 Long Range AWD,"$34,800","Richmond, BC","77,000",All-Wheel Drive,Gray,Black,2.045 L/100km,Electric,10 hr,499 km,Tesla,Model 3,2019.0,Long Range AWD,Sedan,Gray,Black,"77,000 km",Used,5YJ3E1EB7KF214292,LR25-012,2 L/100km,2 L/100km,2.1 L/100km,Electric,75 kWh,10 hr,499 km,Automatic,All-Wheel Drive,,,,,4 doors,1085 mm,894 mm,424 L,,,,,,,,,
2022 Tesla Model 3 RWD,"$30,588","Saint-Hubert, QC","84,187",Rear-Wheel Drive,Gray,Black,1.9 L/100km,Electric,10 hr,430 km,Tesla,Model 3,2022.0,RWD,Sedan,Gray,Black,"84,187 km",Used,5YJ3E1EA2NF205849,P2340,1.9 L/100km,1.9 L/100km,1.9 L/100km,Electric,60 kWh,10 hr,430 km,Automatic,Rear-Wheel Drive,,,,,4 doors,1085 mm,894 mm,648 L,,,,,,,,,
2019 Tesla Model 3 Performance AWD,"$25,980","Concord, ON","131,366",All-Wheel Drive,Blue,,2.045 L/100km,Electric,10 hr,499 km,Tesla,Model 3,2019.0,Performance AWD,Sedan,Blue,,"131,366 km",Used,5YJ3E1EB1KF407165,M10-407165,2 L/100km,2 L/100km,2.1 L/100km,Electric,75 kWh,10 hr,499 km,Automatic,All-Wheel Drive,,,,,4 doors,1085 mm,894 mm,424 L,Automatic,,,,,,,,
2021 Tesla Model 3 Standard Range Plus RWD,"$29,998","Vaughan, ON","64,209",Rear-Wheel Drive,White,,1.9 L/100km,Electric,10 hr,430 km,Tesla,Model 3,2021.0,Standard Range Plus RWD,Sedan,White,,"64,209 km",Used,5YJ3E1EA8MF914753,914753,1.9 L/100km,1.9 L/100km,1.9 L/100km,Electric,50 kWh,10 hr,430 km,Automatic,Rear-Wheel Drive,,,,,4 doors,1085 mm,894 mm,424 L,Automatic,,,,,,,,
2021 Tesla Model 3 Standard Range Plus RWD,"$29,998","Vaughan, ON","38,871",All-Wheel Drive,White,White,1.9 L/100km,Electric,11.5 hr,576 km,Tesla,Model 3,2023.0,Long Range AWD,Sedan,White,White,"38,871 km",Used,5YJ3E1EB8PF453633,GH-111825,1.9 L/100km,1.9 L/100km,1.9 L/100km,Electric,82 kWh,11.5 hr,576 km,Automatic,All-Wheel Drive,,,,,4 doors,1085 mm,894 mm,648 L,,,,,,,,,
2021 Tesla Model 3 Performance AWD,"$41,994","Nanaimo, BC","72,850",All-Wheel Drive,White,,2.09 L/100km,Electric,10 hr,507 km,Tesla,Model 3,2021.0,Performance AWD,Sedan,White,,"72,850 km",Used,5YJ3E1EC4MF947864,U947864,2.1 L/100km,2 L/100km,2.2 L/100km,Electric,82 kWh,10 hr,507 km,,All-Wheel Drive,,,,,4 doors,1085 mm,894 mm,424 L,,,,,,,,,
2022 Tesla Model 3 RWD,"$30,889","Terrebonne, QC","81,376",Rear-Wheel Drive,Solid Black,Black,1.9 L/100km,Electric,10 hr,430 km,Tesla,Model 3,2022.0,RWD,Sedan,Solid Black,Black,"81,376 km",Used,5YJ3E1EA3NF351788,jm-0995,1.9 L/100km,1.9 L/100km,1.9 L/100km,Electric,60 kWh,10 hr,430 km,Automatic,Rear-Wheel Drive,,,,,4 doors,1085 mm,894 mm,648 L,,,,,,,,,
2015 Tesla Model S P85D AWD,"$26,999","Newmarket, ON","127,450",All-Wheel Drive,Black,,2.51 L/100km,Electric,12 hr,407 km,Tesla,Model S,2015.0,P85D AWD,Sedan,Black,,"127,450 km",Used,5YJSA1H4XFF094451,P341,2.5 L/100km,2.6 L/100km,2.4 L/100km,Electric,85 kWh,12 hr,407 km,,All-Wheel Drive,,,,,4 doors,1085 mm,899 mm,894 L,,,,,,,,,
2021 Tesla Model 3 Long Range AWD,"$40,991","Winnipeg, MB","70,711",All-Wheel Drive,White,,1.9 L/100km,Electric,10 hr,568 km,Tesla,Model 3,2021.0,Long Range AWD,Sedan,White,,"70,711 km",Used,5YJ3E1EB9MF054967,054967,1.9 L/100km,1.9 L/100km,1.9 L/100km,Electric,82 kWh,10 hr,568 km,Automatic,All-Wheel Drive,,,,,4 doors,1085 mm,894 mm,424 L,Automatic,,,,,,,,
2020 Tesla Model 3 Standard Range AWD,"$22,480","Concord, ON","128,790",All-Wheel Drive,White,,,Electric,10 hr,354 km,Tesla,Model 3,2020.0,Standard Range AWD,Sedan,White,,"128,790 km",Used,5YJ3E1EA6LF642704,M10-642704,,,,Electric,50 kWh,10 hr,354 km,Automatic,All-Wheel Drive,,,,,4 doors,1085 mm,894 mm,424 L,Automatic,,,,,,,,
2021 Tesla Model Y Long Range AWD,"$44,995","Mississauga, ON","50,501",All-Wheel Drive,White,Black,1.945 L/100km,Electric,10 hr,509 km,Tesla,Model Y,2021.0,Long Range AWD,SUV / Crossover,White,Black,"50,501 km",Used,5YJYGDEE6MF268486,16096,1.9 L/100km,1.9 L/100km,2 L/100km,Electric,75 kWh,10 hr,509 km,Automatic,All-Wheel Drive,,,,,4 doors,1062 mm,1029 mm,1925 L,,,,,,,,,
2020 Tesla Model 3 Long Range AWD,"$29,888","Concord, ON","100,224",All-Wheel Drive,Gray,Black,1.945 L/100km,Electric,10 hr,518 km,Tesla,Model 3,2020.0,Long Range AWD,Sedan,Gray,Black,"100,224 km",Used,5YJ3E1EB0LF670572,5154,1.9 L/100km,1.9 L/100km,2 L/100km,Electric,75 kWh,10 hr,518 km,Automatic,All-Wheel Drive,,,,,4 doors,1085 mm,894 mm,424 L,,,,,,,,,
